label	text
False	"@sajidjavid The big difference is MMR are real and have vaccines that have been tested over many years.
Covid is a headcold for the vast majority if they ever caught it. And the ""vax"" for that is experimental and is really a gene therapy due to the emergency it bypassed many tests. No thanks"
True	@KafkaRockOpera @John_Tapesback @thedavidcrosby @joerogan this is hilarious. this study talks about how the use of mrna-vaccines can help the gene therapy field. It neither calls or defines the covid-19 mrna vaccines as gene therapy. You literally just disregarded most of that study.
False	@_Rick__F @michaelshermer given gene therapy doesn't prevent catching or spreading covid. Is it now better for your heart specifically to get inflammatory injections every 3 to 6 months for a undefined period of time(forever?) and covid on top or just covid and monoclonal antibodies? does anybody know...
False	"@drandrewb Either you're wilfully ignorant or lying.

Covid has a 99% survival rate for those under 65, so no experimental mRNA gene therapy shot was ever needed.

Climate change is just the catchphrase for the NWO global redistribution of wealth scam straight out of UN Agenda 2030. https://t.co/3S2DH16uGG"
Other	"Awesome! Based on Archlinux. Give a try and read this article about Steam Deck.

#archlinux 
#SteamDeck 

https://t.co/Atc74Mosxh"
False	"Another Unresearched Irresponsible criminal an advocate for injecting an Experimental Synthetic 
mRNA Gene Therapy into
5-11 y.o. Children's Natural Immune System.
No Children's death has been attributed to Covid!
But to the Jab....Yes. https://t.co/NcOSFwfTL1 https://t.co/PVJcY6STpZ"
Other	Nucleic Acid Based Gene Therapy Global Market Report 2021: COVID-19 Growth and Change to 2025 &; 2030 - https://t.co/O0Ezu36w4z - Business Wire https://t.co/0nhzAoJzG8 #strategy #competitiveintelligence #marketing #competitivemarketing #pharma #biotech #pharmaceutical #healthcare https://t.co/w3xln8xr3B
False	"Bayer: 
""The mRNA vaccines are an example of cell/gene therapy.
If we had surveyed the public 2 years ago and asked 'Would you be willing to have gene therapy injected into your body?' we would've had 95% refusal rate.""

Pharma is overjoyed at the captive market created by covid! https://t.co/CKlCgftvnL"
False	@wendelltalks To avoid liability Big Pharma has labeled COvid vaccine as “experimental gene therapy!” Not a vaccine, right!
Other	@BlackInjustice1 @gucci @DapperDanHarlem Forbes just did and article boasting on his success as a cutting edge designer
True	"@skinn111 @KathyRadigan @Variety @WhoopiGoldberg (Also, the question of how to look at Jews: as race, as ethnicity, as religion; is a nuanced question on which I am not qualified to comment. ""Is the COVID vaccine a gene therapy?"" has a clear answer.)

(The... the answer is no. It's not a gene therapy.)"
False	@frankbrowne2 @CovidHse It’s not the Covid that causes the heart problems, it’s the experimental trial gene therapy shot “vaccine “that does.
Other	"@kevingt5691 @mariamrajart @WSJ Hey “pragmatist” that is what Forbes explained it as in your article you are citing from. The 15B number is the interest pause, full stop.

Repeat yourself all you like, you just can’t admit that they fooled you because you feel embarrassed. It’s still very clearly explained: https://t.co/c16Y2pciUw"
True	@AvfcsteveSd @vp20191 People who falsely claim the vaccine is experimental gene therapy, and on top claim is more dangerous than Covid
Other	"@barney_cannon @smostars @MaryLTrump @Spotify @jonimitchell @nilslofgren 1- Read medical journals not fact checkers on mRNA as gene therapy https://t.co/fMYh9khy8X
2- Recent studies show Ivermectin may be beneficial, the world is studying it not shutting it down. 
3- Maybe
4- 1/1200 boys get myocarditis after vax. Much less than the same from covid."
Other	@kenrickcai @Forbes @flippnflops @gather_town This is my pixel art on the splash page!! 👾🥰 I’m delighted. Thanks for the great article!!
Other	"Two of our mountain resorts #ClubMedQuebec and #ClubMedLaRosiere have been named as some of the most important new ski destinations in @Forbes' latest article! #MountainLeadership 

https://t.co/JnpbOawp3j"
Other	"@SturgeonFan @2351onthelist @Peteonone @purveyoroffine @edglasgow59 @farmloon @GMan86159160 @bellesareblue @RichardBBrown12 @AyeRightYiAre @dointhebiz1 @MrsLG61 @CryptoScotGuy @pkelly67 @Chronus8 @DhuisgearN @soccerdoc @SalvadorBrabble @nalaniab @carmic3 @Besamot1 @snp_disasters @GordonDudman @StephBuchan2 @Diggersailing @Chunkyferryman @couchpotato4321 @IainB56 @IainCurrie9 @marydonald4 @mehercle @kilcoyne2089 @pjnichols @Tedii69 @AmandaLothian7 @j2502ackie @littlebulletz @MaggieM48430304 @Glasgowegian @Kanyou95 @tbablue1 @Justapenny5 @John92308958 @No_Bikers @alwaysyoumilly @Number1drummee @NoToIndy1 @LadyEleanor31 @brianro33208811 @_KateForbes You’re killing me 

https://t.co/yteHuYt88C"
False	"Case fatality rates for #COVID19 compared with flu:
#COVID: 0.14%
Flu: 0.27%

Covid is clearly not an emergency, and cannot be used as a pretext for emergency use authorisation of the experimental gene therapy jabs.

STOP the vaccine rollout NOW.

https://t.co/lQHg4hqX2D"
True	"@HSAGreg @angie_eeee @RoryLS @40215f1451b8457 @bigdaddy531 @MaryLTrump @Spotify @jonimitchell @nilslofgren Spot the true statement here: ‘The myocarditis risk is higher from vaccines than from Covid’
’Ivermectin can drive this pathogen to extinction’ 
‘mRNA vaccines are gene therapy’ 
Utter lunacy and dangerous!"
Other	"💥#StarCrazy is on Forbes!🎉🎉🎉💪💪💪

The article mentioned that, ""...StarCrazy is one of the fastest-growing Metaverse #Play2Earn games on the market.""

This is a huge mention for StarCrazy and this is even before #PvP goes live.

The best is yet to come!🚀🚀💪

#GameFi 
#IOTX https://t.co/mltpLgju2o"
False	@PG_Croat @DannyGiles62 @AdamScotti Educate yourself it’s not a vac nothing like a vac. That word was hijacked to give citizens like you a false sense of security.  It’s an experimental mRNA gene therapy drug.  😡.  Just protect the children.   After all covid has a 99.9% survival rate.
False	@RichardKnack @jkenney Richard had the gov't chosen to utilize existing safe and effective drugs to treat and cure covid all of this would have been avoidable. Instead they lied and said the only solution was an experimental DNA/mRNA gene therapy inoculation that was rushed to market &; does not work!
False	@TheyNamedMeJay @TonyWasp @MaximeBernier There have always been exemptions for school attendance and vaccines. Do remember that this covid jab is NOT a vaccine, it is a gene therapy that has yet to see long term safety data collection. Don't be confused.
True	@ggreenwald He said young people shouldn’t get COVID vaccine. Said mRNA vaccines are gene therapy. He said myocarditis from vaccine is worse than from the virus. All this disinformation contributes among many other factors to aversion from vaccination.
True	@jcdav @anomaldesign @Heretolearn369 @elonmusk @lexfridman “He has discouraged vaccination in young people &; children, incorrectly claimed mRNA vaccines are “gene therapy,” promoted off-label use of ivermectin to treat COVID-19 (contrary to FDA warnings), &; spread a number of unsubstantiated conspiracy theories.” https://t.co/QKgY544xb3
False	@dave43law @DrAseemMalhotra It's not a vaccine and children are not at any significant risk from Covid but they ARE from this experimental gene therapy serum.
False	@good_htx @IsKornacki @Sigfried999 @rion_knoell @Timcast Polio, measles, mumps, rubella, small pox, etc. vaccines actually work and prevent infection against all strains. Covid gene therapy doesn't protect against delta / omicron which is now circulating. Got it. Let me run out and get that experimental drug right away. No thanks!
False	@KathyReid5 @TimUppal Actual vaccines work this gene therapy does not. The other 15 vaccines I have make it so I can't catch those diseases. The Covid vaccines Do nothing for transmission
False	@PHoppy2010 @DrAseemMalhotra Here is just one article explaining how mRNA jabs are a form of gene therapy. https://t.co/vhK87mhAot
Other	@slightlycaustic @erinotoole It was a Forbes article from 2020 reporting on findings by a Gallup study ordered by the Barbara Bush Foundation. 54% of those aged 16-74 were reading below a 6th grade level.
Other	"Challenge @PfizerOncMed @AlbertBourla to put the MBC puzzle pieces together. 

Between ErSO-DFP, TIL therapy w/ new matic tech, Cart T with Oncologic virus, mRNA vaccine work, MTDH gene work in Princeton the answer is there. 
Perhaps pharma could work together like w/ Covid! https://t.co/S4g03ehhzI"
Other	@ElleninEdmonton The forbes article in my previous tweet will shed some light on it, it’s a good read.
False	@duxsi @AnaCabrera Yes! That would be great! I am capable of running a risk benefit analysis for myself. The unknowns of experimental gene therapy outweigh my risk from Covid.
